date,route,hour,weekday,is_weekend,weather,passengers
2025-01-01,R07,7,2,0,Clear,132
2025-01-01,R07,8,2,0,Clear,171
2025-01-01,R07,9,2,0,Cloudy,148
2025-01-01,R07,10,2,0,Cloudy,72
2025-01-01,R07,11,2,0,Clear,49
2025-01-01,R07,12,2,0,Clear,29
2025-01-01,R07,13,2,0,Clear,40
2025-01-01,R07,14,2,0,Rain,37
2025-01-01,R07,15,2,0,Rain,53
2025-01-01,R07,16,2,0,Clear,100
2025-01-01,R07,17,2,0,Clear,171
2025-01-01,R07,18,2,0,Clear,244
2025-01-01,R07,19,2,0,Clear,158
2025-01-01,R07,20,2,0,Cloudy,71
2025-01-01,R07,21,2,0,Cloudy,52
2025-01-01,R07,22,2,0,Clear,25
2025-01-01,R08,6,2,0,Cloudy,80
2025-01-01,R08,7,2,0,Clear,204
2025-01-01,R08,8,2,0,Cloudy,295
2025-01-01,R08,9,2,0,Clear,207
2025-01-01,R08,10,2,0,Cloudy,85
2025-01-01,R08,11,2,0,Clear,94
2025-01-01,R08,12,2,0,Clear,36
2025-01-01,R08,13,2,0,Cloudy,88
2025-01-01,R08,14,2,0,Clear,49
2025-01-01,R08,15,2,0,Clear,102
2025-01-01,R08,16,2,0,Clear,145
2025-01-01,R08,17,2,0,Rain,291
2025-01-01,R08,18,2,0,Clear,317
2025-01-01,R08,19,2,0,Clear,256
2025-01-01,R08,20,2,0,Clear,152
2025-01-01,R08,21,2,0,Clear,85
2025-01-01,R08,22,2,0,Cloudy,53
2025-01-02,R01,6,3,0,Clear,107
2025-01-02,R01,7,3,0,Cloudy,177
2025-01-02,R01,8,3,0,Clear,254
2025-01-02,R01,9,3,0,Clear,221
2025-01-02,R01,10,3,0,Clear,96
2025-01-02,R01,11,3,0,Clear,62
2025-01-02,R01,12,3,0,Clear,63
2025-01-02,R01,13,3,0,Clear,52
2025-01-02,R01,14,3,0,Clear,63
2025-01-02,R01,15,3,0,Rain,62
2025-01-02,R01,16,3,0,Cloudy,131
2025-01-02,R01,17,3,0,Cloudy,218
2025-01-02,R01,18,3,0,Clear,287
2025-01-02,R01,19,3,0,Clear,257
2025-01-02,R01,20,3,0,Clear,132
2025-01-02,R01,21,3,0,Cloudy,71
2025-01-02,R01,22,3,0,Clear,25
2025-01-02,R02,6,3,0,Clear,149
2025-01-02,R02,7,3,0,Clear,247
2025-01-02,R02,8,3,0,Clear,300
2025-01-02,R02,9,3,0,Cloudy,216
2025-01-02,R02,10,3,0,Rain,146
2025-01-02,R02,11,3,0,Clear,85
2025-01-02,R02,12,3,0,Clear,79
2025-01-02,R02,13,3,0,Cloudy,62
2025-01-02,R02,14,3,0,Clear,59
2025-01-02,R02,15,3,0,Clear,97
2025-01-02,R02,16,3,0,Clear,171
2025-01-02,R02,17,3,0,Cloudy,263
2025-01-02,R02,18,3,0,Cloudy,332
2025-01-02,R02,19,3,0,Cloudy,272
2025-01-02,R02,20,3,0,Rain,175
2025-01-02,R02,21,3,0,Rain,85
2025-01-02,R02,22,3,0,Clear,67
2025-01-02,R03,6,3,0,Cloudy,68
2025-01-02,R03,7,3,0,Clear,146
2025-01-02,R03,8,3,0,Clear,214
2025-01-02,R03,9,3,0,Clear,172
2025-01-02,R03,10,3,0,Clear,91
2025-01-02,R03,11,3,0,Cloudy,51
2025-01-02,R03,12,3,0,Clear,10
2025-01-02,R03,13,3,0,Rain,49
2025-01-02,R03,14,3,0,Clear,61
2025-01-02,R03,15,3,0,Cloudy,66
2025-01-02,R03,16,3,0,Cloudy,116
2025-01-02,R03,17,3,0,Clear,197
2025-01-02,R03,18,3,0,Cloudy,227
2025-01-02,R03,19,3,0,Clear,191
2025-01-02,R03,20,3,0,Clear,116
2025-01-02,R03,21,3,0,Rain,49
2025-01-02,R03,22,3,0,Clear,61
2025-01-02,R04,6,3,0,Clear,132
2025-01-02,R04,7,3,0,Cloudy,265
2025-01-02,R04,8,3,0,Clear,363
2025-01-02,R04,9,3,0,Cloudy,265
2025-01-02,R04,10,3,0,Clear,176
2025-01-02,R04,11,3,0,Cloudy,46
2025-01-02,R04,12,3,0,Clear,56
2025-01-02,R04,13,3,0,Clear,80
2025-01-02,R04,14,3,0,Cloudy,45
2025-01-02,R04,15,3,0,Clear,85
2025-01-02,R04,16,3,0,Clear,190
2025-01-02,R04,17,3,0,Cloudy,280
2025-01-02,R04,18,3,0,Rain,432
2025-01-02,R04,19,3,0,Clear,325
2025-01-02,R04,20,3,0,Clear,185
2025-01-02,R04,21,3,0,Clear,99
2025-01-02,R04,22,3,0,Clear,57
2025-01-02,R05,6,3,0,Clear,104
2025-01-02,R05,7,3,0,Clear,184
2025-01-02,R05,8,3,0,Cloudy,224
2025-01-02,R05,9,3,0,Clear,201
2025-01-02,R05,10,3,0,Cloudy,77
2025-01-02,R05,11,3,0,Clear,23
2025-01-02,R05,12,3,0,Clear,55
2025-01-02,R05,13,3,0,Rain,50
2025-01-02,R05,14,3,0,Cloudy,63
2025-01-02,R05,15,3,0,Clear,57
2025-01-02,R05,16,3,0,Clear,127
2025-01-02,R05,17,3,0,Cloudy,212
2025-01-02,R05,18,3,0,Cloudy,251
2025-01-02,R05,19,3,0,Cloudy,198
2025-01-02,R05,20,3,0,Clear,140
2025-01-02,R05,21,3,0,Rain,55
2025-01-02,R05,22,3,0,Clear,32
2025-01-02,R06,6,3,0,Clear,131
2025-01-02,R06,7,3,0,Cloudy,247
2025-01-02,R06,8,3,0,Clear,312
2025-01-02,R06,9,3,0,Rain,265
2025-01-02,R06,10,3,0,Cloudy,122
2025-01-02,R06,11,3,0,Clear,78
2025-01-02,R06,12,3,0,Rain,59
2025-01-02,R06,13,3,0,Clear,72
2025-01-02,R06,14,3,0,Cloudy,74
2025-01-02,R06,15,3,0,Clear,87
2025-01-02,R06,16,3,0,Clear,196
2025-01-02,R06,17,3,0,Clear,296
2025-01-02,R06,18,3,0,Clear,378
2025-01-02,R06,19,3,0,Clear,300
2025-01-02,R06,20,3,0,Cloudy,163
2025-01-02,R06,21,3,0,Clear,66
2025-01-02,R06,22,3,0,Clear,46
2025-01-02,R07,6,3,0,Clear,72
2025-01-02,R07,7,3,0,Clear,159
2025-01-02,R07,8,3,0,Clear,189
2025-01-02,R07,9,3,0,Cloudy,131
2025-01-02,R07,10,3,0,Cloudy,81
2025-01-02,R07,11,3,0,Cloudy,54
2025-01-02,R07,12,3,0,Clear,34
2025-01-02,R07,13,3,0,Clear,36
2025-01-02,R07,14,3,0,Cloudy,35
2025-01-02,R07,15,3,0,Rain,55
2025-01-02,R07,16,3,0,Clear,86
2025-01-02,R07,17,3,0,Clear,158
2025-01-02,R07,18,3,0,Clear,218
2025-01-02,R07,19,3,0,Clear,185
2025-01-02,R07,20,3,0,Clear,93
2025-01-02,R07,21,3,0,Clear,47
2025-01-02,R07,22,3,0,Clear,10
2025-01-02,R08,6,3,0,Clear,89
2025-01-02,R08,7,3,0,Cloudy,225
2025-01-02,R08,8,3,0,Clear,271
2025-01-02,R08,9,3,0,Clear,178
2025-01-02,R08,10,3,0,Rain,162
2025-01-02,R08,11,3,0,Cloudy,52
2025-01-02,R08,12,3,0,Cloudy,26
2025-01-02,R08,13,3,0,Clear,52
2025-01-02,R08,14,3,0,Clear,66
2025-01-02,R08,15,3,0,Clear,87
2025-01-02,R08,16,3,0,Clear,161
2025-01-02,R08,17,3,0,Rain,272
2025-01-02,R08,18,3,0,Cloudy,319
2025-01-02,R08,19,3,0,Clear,279
2025-01-02,R08,20,3,0,Clear,169
2025-01-02,R08,21,3,0,Cloudy,77
2025-01-02,R08,22,3,0,Clear,49
2025-01-03,R01,6,4,0,Clear,100
2025-01-03,R01,7,4,0,Clear,178
2025-01-03,R01,8,4,0,Clear,248
2025-01-03,R01,9,4,0,Clear,166
2025-01-03,R01,10,4,0,Clear,83
2025-01-03,R01,11,4,0,Cloudy,58
2025-01-03,R01,12,4,0,Cloudy,40
2025-01-03,R01,13,4,0,Cloudy,46
2025-01-03,R01,14,4,0,Clear,59
2025-01-03,R01,15,4,0,Clear,76
2025-01-03,R01,16,4,0,Clear,139
2025-01-03,R01,17,4,0,Cloudy,221
2025-01-03,R01,18,4,0,Rain,309
2025-01-03,R01,19,4,0,Cloudy,205
2025-01-03,R01,20,4,0,Clear,128
2025-01-03,R01,21,4,0,Clear,70
2025-01-03,R01,22,4,0,Rain,55
2025-01-03,R02,6,4,0,Clear,138
2025-01-03,R02,7,4,0,Clear,233
2025-01-03,R02,8,4,0,Rain,339
2025-01-03,R02,9,4,0,Clear,215
2025-01-03,R02,10,4,0,Clear,129
2025-01-03,R02,11,4,0,Cloudy,67
2025-01-03,R02,12,4,0,Rain,79
2025-01-03,R02,13,4,0,Clear,50
2025-01-03,R02,14,4,0,Rain,31
2025-01-03,R02,15,4,0,Rain,88
2025-01-03,R02,16,4,0,Cloudy,160
2025-01-03,R02,17,4,0,Cloudy,246
2025-01-03,R02,18,4,0,Clear,346
2025-01-03,R02,19,4,0,Rain,289
2025-01-03,R02,20,4,0,Clear,185
2025-01-03,R02,21,4,0,Cloudy,73
2025-01-03,R02,22,4,0,Clear,41
2025-01-03,R03,6,4,0,Cloudy,75
2025-01-03,R03,7,4,0,Rain,183
2025-01-03,R03,8,4,0,Rain,238
2025-01-03,R03,9,4,0,Cloudy,172
2025-01-03,R03,10,4,0,Clear,78
2025-01-03,R03,11,4,0,Rain,63
2025-01-03,R03,12,4,0,Clear,15
2025-01-03,R03,13,4,0,Clear,23
2025-01-03,R03,14,4,0,Cloudy,18
2025-01-03,R03,15,4,0,Cloudy,43
2025-01-03,R03,16,4,0,Cloudy,114
2025-01-03,R03,17,4,0,Clear,185
2025-01-03,R03,18,4,0,Cloudy,218
2025-01-03,R03,19,4,0,Clear,197
2025-01-03,R03,20,4,0,Cloudy,111
2025-01-03,R03,21,4,0,Clear,52
2025-01-03,R03,22,4,0,Cloudy,24
2025-01-03,R04,6,4,0,Cloudy,157
2025-01-03,R04,7,4,0,Cloudy,248
2025-01-03,R04,8,4,0,Clear,340
2025-01-03,R04,9,4,0,Clear,267
2025-01-03,R04,10,4,0,Clear,152
2025-01-03,R04,11,4,0,Clear,58
2025-01-03,R04,12,4,0,Cloudy,88
2025-01-03,R04,13,4,0,Clear,57
2025-01-03,R04,14,4,0,Clear,76
2025-01-03,R04,15,4,0,Rain,88
2025-01-03,R04,16,4,0,Clear,185
2025-01-03,R04,17,4,0,Rain,377
2025-01-03,R04,18,4,0,Clear,415
2025-01-03,R04,19,4,0,Clear,327
2025-01-03,R04,20,4,0,Clear,171
2025-01-03,R04,21,4,0,Cloudy,107
2025-01-03,R04,22,4,0,Clear,43
2025-01-03,R05,6,4,0,Cloudy,82
2025-01-03,R05,7,4,0,Clear,188
2025-01-03,R05,8,4,0,Clear,220
2025-01-03,R05,9,4,0,Rain,201
2025-01-03,R05,10,4,0,Cloudy,106
2025-01-03,R05,11,4,0,Cloudy,42
2025-01-03,R05,12,4,0,Clear,56
2025-01-03,R05,13,4,0,Clear,77
2025-01-03,R05,14,4,0,Clear,53
2025-01-03,R05,15,4,0,Cloudy,75
2025-01-03,R05,16,4,0,Clear,146
2025-01-03,R05,17,4,0,Cloudy,205
2025-01-03,R05,18,4,0,Clear,287
2025-01-03,R05,19,4,0,Clear,218
2025-01-03,R05,20,4,0,Rain,146
2025-01-03,R05,21,4,0,Clear,81
2025-01-03,R05,22,4,0,Rain,40
2025-01-03,R06,6,4,0,Clear,100
2025-01-03,R06,7,4,0,Clear,237
2025-01-03,R06,8,4,0,Clear,335
2025-01-03,R06,9,4,0,Clear,235
2025-01-03,R06,10,4,0,Clear,148
2025-01-03,R06,11,4,0,Cloudy,56
2025-01-03,R06,12,4,0,Clear,55
2025-01-03,R06,13,4,0,Clear,57
2025-01-03,R06,14,4,0,Clear,47
2025-01-03,R06,15,4,0,Clear,86
2025-01-03,R06,16,4,0,Clear,147
2025-01-03,R06,17,4,0,Clear,290
2025-01-03,R06,18,4,0,Cloudy,340
2025-01-03,R06,19,4,0,Clear,263
2025-01-03,R06,20,4,0,Clear,156
2025-01-03,R06,21,4,0,Clear,93
2025-01-03,R06,22,4,0,Rain,52
2025-01-03,R07,6,4,0,Clear,83
2025-01-03,R07,7,4,0,Clear,151
2025-01-03,R07,8,4,0,Clear,188
2025-01-03,R07,9,4,0,Clear,155
2025-01-03,R07,10,4,0,Clear,54
2025-01-03,R07,11,4,0,Cloudy,53
2025-01-03,R07,12,4,0,Clear,19
2025-01-03,R07,13,4,0,Cloudy,32
2025-01-03,R07,14,4,0,Cloudy,59
2025-01-03,R07,15,4,0,Clear,46
2025-01-03,R07,16,4,0,Cloudy,92
2025-01-03,R07,17,4,0,Rain,173
2025-01-03,R07,18,4,0,Cloudy,222
2025-01-03,R07,19,4,0,Clear,157
2025-01-03,R07,20,4,0,Clear,106
2025-01-03,R07,21,4,0,Cloudy,66
2025-01-03,R07,22,4,0,Clear,46
2025-01-03,R08,6,4,0,Clear,122
2025-01-03,R08,7,4,0,Clear,221
2025-01-03,R08,8,4,0,Clear,263
2025-01-03,R08,9,4,0,Cloudy,231
2025-01-03,R08,10,4,0,Clear,120
2025-01-03,R08,11,4,0,Clear,64
2025-01-03,R08,12,4,0,Clear,36
2025-01-03,R08,13,4,0,Clear,51
2025-01-03,R08,14,4,0,Rain,59
2025-01-03,R08,15,4,0,Clear,103
2025-01-03,R08,16,4,0,Clear,149
2025-01-03,R08,17,4,0,Rain,286
2025-01-03,R08,18,4,0,Clear,304
2025-01-03,R08,19,4,0,Clear,249
2025-01-03,R08,20,4,0,Clear,156
2025-01-03,R08,21,4,0,Cloudy,48
2025-01-03,R08,22,4,0,Clear,68
2025-01-04,R01,6,5,1,Clear,87
2025-01-04,R01,7,5,1,Clear,124
2025-01-04,R01,8,5,1,Clear,179
2025-01-04,R01,9,5,1,Cloudy,146
2025-01-04,R01,10,5,1,Clear,70
2025-01-04,R01,11,5,1,Rain,39
2025-01-04,R01,12,5,1,Clear,29
2025-01-04,R01,13,5,1,Cloudy,33
2025-01-04,R01,14,5,1,Clear,25
2025-01-04,R01,15,5,1,Rain,47
2025-01-04,R01,16,5,1,Cloudy,90
2025-01-04,R01,17,5,1,Rain,170
2025-01-04,R01,18,5,1,Clear,181
2025-01-04,R01,19,5,1,Clear,135
2025-01-04,R01,20,5,1,Cloudy,87
2025-01-04,R01,21,5,1,Clear,65
2025-01-04,R01,22,5,1,Cloudy,37
2025-01-04,R02,6,5,1,Clear,70
2025-01-04,R02,7,5,1,Rain,166
2025-01-04,R02,8,5,1,Cloudy,188
2025-01-04,R02,9,5,1,Clear,186
2025-01-04,R02,10,5,1,Clear,112
2025-01-04,R02,11,5,1,Clear,71
2025-01-04,R02,12,5,1,Rain,43
2025-01-04,R02,13,5,1,Clear,81
2025-01-04,R02,14,5,1,Clear,30
2025-01-04,R02,15,5,1,Cloudy,48
2025-01-04,R02,16,5,1,Clear,121
2025-01-04,R02,17,5,1,Clear,194
2025-01-04,R02,18,5,1,Clear,238
2025-01-04,R02,19,5,1,Cloudy,151
2025-01-04,R02,20,5,1,Rain,106
2025-01-04,R02,21,5,1,Clear,56
2025-01-04,R02,22,5,1,Rain,34
2025-01-04,R03,6,5,1,Clear,41
2025-01-04,R03,7,5,1,Clear,103
2025-01-04,R03,8,5,1,Clear,146
2025-01-04,R03,9,5,1,Clear,121
2025-01-04,R03,10,5,1,Cloudy,29
2025-01-04,R03,11,5,1,Clear,32
2025-01-04,R03,12,5,1,Clear,25
2025-01-04,R03,13,5,1,Cloudy,27
2025-01-04,R03,14,5,1,Rain,15
2025-01-04,R03,15,5,1,Rain,28
2025-01-04,R03,16,5,1,Clear,93
2025-01-04,R03,17,5,1,Clear,97
2025-01-04,R03,18,5,1,Cloudy,141
2025-01-04,R03,19,5,1,Clear,126
2025-01-04,R03,20,5,1,Clear,71
2025-01-04,R03,21,5,1,Cloudy,28
2025-01-04,R03,22,5,1,Cloudy,33
2025-01-04,R04,6,5,1,Clear,103
2025-01-04,R04,7,5,1,Cloudy,170
2025-01-04,R04,8,5,1,Clear,226
2025-01-04,R04,9,5,1,Clear,180
2025-01-04,R04,10,5,1,Clear,99
2025-01-04,R04,11,5,1,Cloudy,40
2025-01-04,R04,12,5,1,Clear,51
2025-01-04,R04,13,5,1,Clear,56
2025-01-04,R04,14,5,1,Cloudy,63
2025-01-04,R04,15,5,1,Clear,84
2025-01-04,R04,16,5,1,Clear,120
2025-01-04,R04,17,5,1,Rain,240
2025-01-04,R04,18,5,1,Cloudy,249
2025-01-04,R04,19,5,1,Clear,215
2025-01-04,R04,20,5,1,Clear,121
2025-01-04,R04,21,5,1,Clear,65
2025-01-04,R04,22,5,1,Rain,66
2025-01-04,R05,6,5,1,Rain,80
2025-01-04,R05,7,5,1,Clear,113
2025-01-04,R05,8,5,1,Clear,178
2025-01-04,R05,9,5,1,Clear,132
2025-01-04,R05,10,5,1,Clear,76
2025-01-04,R05,11,5,1,Clear,42
2025-01-04,R05,12,5,1,Clear,35
2025-01-04,R05,13,5,1,Rain,38
2025-01-04,R05,14,5,1,Cloudy,10
2025-01-04,R05,15,5,1,Clear,53
2025-01-04,R05,16,5,1,Clear,78
2025-01-04,R05,17,5,1,Clear,146
2025-01-04,R05,18,5,1,Cloudy,176
2025-01-04,R05,19,5,1,Cloudy,166
2025-01-04,R05,20,5,1,Rain,82
2025-01-04,R05,21,5,1,Cloudy,43
2025-01-04,R05,22,5,1,Rain,32
2025-01-04,R06,6,5,1,Clear,103
2025-01-04,R06,7,5,1,Clear,166
2025-01-04,R06,8,5,1,Cloudy,207
2025-01-04,R06,9,5,1,Rain,173
2025-01-04,R06,10,5,1,Cloudy,100
2025-01-04,R06,11,5,1,Cloudy,27
2025-01-04,R06,12,5,1,Clear,46
2025-01-04,R06,13,5,1,Clear,42
2025-01-04,R06,14,5,1,Cloudy,45
2025-01-04,R06,15,5,1,Clear,41
2025-01-04,R06,16,5,1,Rain,122
2025-01-04,R06,17,5,1,Cloudy,201
2025-01-04,R06,18,5,1,Rain,297
2025-01-04,R06,19,5,1,Cloudy,187
2025-01-04,R06,20,5,1,Clear,126
2025-01-04,R06,21,5,1,Clear,62
2025-01-04,R06,22,5,1,Clear,41
2025-01-04,R07,6,5,1,Clear,46
2025-01-04,R07,7,5,1,Clear,98
2025-01-04,R07,8,5,1,Clear,135
2025-01-04,R07,9,5,1,Cloudy,102
2025-01-04,R07,10,5,1,Clear,35
2025-01-04,R07,11,5,1,Clear,21
2025-01-04,R07,12,5,1,Cloudy,10
2025-01-04,R07,13,5,1,Cloudy,22
2025-01-04,R07,14,5,1,Clear,20
2025-01-04,R07,15,5,1,Clear,40
2025-01-04,R07,16,5,1,Rain,79
2025-01-04,R07,17,5,1,Clear,86
2025-01-04,R07,18,5,1,Rain,126
2025-01-04,R07,19,5,1,Clear,116
2025-01-04,R07,20,5,1,Clear,83
2025-01-04,R07,21,5,1,Clear,28
2025-01-04,R07,22,5,1,Clear,17
2025-01-04,R08,6,5,1,Cloudy,89
2025-01-04,R08,7,5,1,Clear,161
2025-01-04,R08,8,5,1,Cloudy,166
2025-01-04,R08,9,5,1,Clear,159
2025-01-04,R08,10,5,1,Cloudy,64
2025-01-04,R08,11,5,1,Clear,36
2025-01-04,R08,12,5,1,Rain,25
2025-01-04,R08,13,5,1,Rain,20
2025-01-04,R08,14,5,1,Cloudy,36
2025-01-04,R08,15,5,1,Clear,34
2025-01-04,R08,16,5,1,Clear,103
2025-01-04,R08,17,5,1,Clear,178
2025-01-04,R08,18,5,1,Clear,215
2025-01-04,R08,19,5,1,Clear,170
2025-01-04,R08,20,5,1,Cloudy,86
2025-01-04,R08,21,5,1,Clear,38
2025-01-04,R08,22,5,1,Cloudy,55
2025-01-05,R01,6,6,1,Clear,70
2025-01-05,R01,7,6,1,Clear,133
2025-01-05,R01,8,6,1,Rain,179
2025-01-05,R01,9,6,1,Clear,154
2025-01-05,R01,10,6,1,Cloudy,60
2025-01-05,R01,11,6,1,Rain,47
2025-01-05,R01,12,6,1,Clear,38
2025-01-05,R01,13,6,1,Clear,33
2025-01-05,R01,14,6,1,Cloudy,12
2025-01-05,R01,15,6,1,Cloudy,55
2025-01-05,R01,16,6,1,Clear,84
2025-01-05,R01,17,6,1,Clear,172
2025-01-05,R01,18,6,1,Cloudy,177
2025-01-05,R01,19,6,1,Rain,176
2025-01-05,R01,20,6,1,Clear,99
2025-01-05,R01,21,6,1,Rain,71
2025-01-05,R01,22,6,1,Clear,42
2025-01-05,R02,6,6,1,Clear,93
2025-01-05,R02,7,6,1,Clear,170
2025-01-05,R02,8,6,1,Cloudy,182
2025-01-05,R02,9,6,1,Clear,172
2025-01-05,R02,10,6,1,Cloudy,76
2025-01-05,R02,11,6,1,Clear,43
2025-01-05,R02,12,6,1,Clear,39
2025-01-05,R02,13,6,1,Clear,32
2025-01-05,R02,14,6,1,Clear,26
2025-01-05,R02,15,6,1,Clear,57
2025-01-05,R02,16,6,1,Clear,105
2025-01-05,R02,17,6,1,Clear,186
2025-01-05,R02,18,6,1,Cloudy,218
2025-01-05,R02,19,6,1,Clear,160
2025-01-05,R02,20,6,1,Cloudy,99
2025-01-05,R02,21,6,1,Cloudy,73
2025-01-05,R02,22,6,1,Clear,58
2025-01-05,R03,6,6,1,Clear,60
2025-01-05,R03,7,6,1,Clear,112
2025-01-05,R03,8,6,1,Clear,110
2025-01-05,R03,9,6,1,Clear,104
2025-01-05,R03,10,6,1,Cloudy,65
2025-01-05,R03,11,6,1,Clear,27
2025-01-05,R03,12,6,1,Clear,40
2025-01-05,R03,13,6,1,Clear,39
2025-01-05,R03,14,6,1,Clear,20
2025-01-05,R03,15,6,1,Clear,41
2025-01-05,R03,16,6,1,Cloudy,92
2025-01-05,R03,17,6,1,Cloudy,104
2025-01-05,R03,18,6,1,Clear,157
2025-01-05,R03,19,6,1,Clear,111
2025-01-05,R03,20,6,1,Clear,64
2025-01-05,R03,21,6,1,Cloudy,62
2025-01-05,R03,22,6,1,Clear,23
2025-01-05,R04,6,6,1,Cloudy,65
2025-01-05,R04,7,6,1,Clear,170
2025-01-05,R04,8,6,1,Cloudy,198
2025-01-05,R04,9,6,1,Clear,186
2025-01-05,R04,10,6,1,Clear,104
2025-01-05,R04,11,6,1,Clear,65
2025-01-05,R04,12,6,1,Cloudy,49
2025-01-05,R04,13,6,1,Clear,23
2025-01-05,R04,14,6,1,Rain,55
2025-01-05,R04,15,6,1,Clear,63
2025-01-05,R04,16,6,1,Clear,139
2025-01-05,R04,17,6,1,Rain,249
2025-01-05,R04,18,6,1,Clear,295
2025-01-05,R04,19,6,1,Clear,204
2025-01-05,R04,20,6,1,Clear,110
2025-01-05,R04,21,6,1,Clear,58
2025-01-05,R04,22,6,1,Clear,44
2025-01-05,R05,6,6,1,Cloudy,55
2025-01-05,R05,7,6,1,Clear,117
2025-01-05,R05,8,6,1,Clear,169
2025-01-05,R05,9,6,1,Cloudy,115
2025-01-05,R05,10,6,1,Rain,66
2025-01-05,R05,11,6,1,Clear,18
2025-01-05,R05,12,6,1,Clear,10
